0, 0.22544975664357944
1, 0.23885117274912904
2, 0.21326799006119052
3, 0.2179954900455082
4, 0.20392347448290146
5, 0.23083634590714242
6, 0.23878905251244786
7, 0.21156455013181605
8, 0.20942285044721715
9, 0.18832509608578474
10, 0.17383733906309057
11, 0.18215354324845917
12, 0.2456942613851917
13, 0.23855573419457327
14, 0.23484919451926115
15, 0.2329374840296833
16, 0.24171792977397644
17, 0.2402547177819975
18, 0.2398086448089355
19, 0.2517271029763949
20, 0.2510288194099631
21, 0.22290293929336233
22, 0.22663680832482375
23, 0.21618742593034476
