time,temperature_2m_max,temperature_2m_min,precipitation_sum,et0_fao_evapotranspiration
2025-02-25,16.5,8.1,1.2,1.84
2025-02-26,12.7,7.8,0.30000000000000004,2.46
2025-02-27,14.0,6.9,0.0,2.5500000000000003
2025-02-28,16.6,5.2,0.0,2.16
2025-03-01,14.4,8.6,1.5,1.46
2025-03-02,18.1,8.9,1.5,2.67
2025-03-03,18.0,7.8,0.0,2.56
2025-03-04,16.8,5.8,0.0,2.62
2025-03-05,15.4,4.8,0.0,2.29
2025-03-06,15.3,7.9,11.3,2.23
2025-03-07,13.3,8.4,5.2,0.89
2025-03-08,17.5,7.5,0.0,2.5
2025-03-09,19.5,8.1,3.5,2.5
2025-03-10,19.2,8.5,0.1,2.85
2025-03-11,19.2,8.6,0.0,2.63
2025-03-12,14.2,8.8,9.3,0.99
2025-03-13,17.8,8.1,5.1,2.71
2025-03-14,19.8,10.8,2.7,2.96
2025-03-15,16.1,8.2,4.5,2.5
2025-03-16,13.9,5.8,0.30000000000000004,2.79
2025-03-17,15.8,5.6,2.7,2.54
2025-03-18,16.3,7.6,0.0,2.45
2025-03-19,15.4,7.8,0.0,2.83
2025-03-20,16.5,10.6,0.0,2.34
2025-03-21,17.0,10.4,0.0,2.17
2025-03-22,20.6,12.2,0.0,3.25
2025-03-23,17.0,8.8,0.0,2.6
2025-03-24,17.4,7.8,3.3000000000000003,2.84
2025-03-25,16.7,7.4,0.9,3.0300000000000002
2025-03-26,14.9,6.8,6.3,2.8
2025-03-27,16.8,6.8,1.7999999999999998,2.97
2025-03-28,16.2,8.0,0.9,2.86
2025-03-29,14.6,7.3,1.5,2.54
2025-03-30,18.6,7.2,2.7,3.32
2025-03-31,19.9,7.4,0.0,3.66
2025-04-01,19.5,6.9,1.0,3.34
2025-04-02,17.5,8.1,1.7000000000000002,2.35
2025-04-03,19.6,7.2,0.0,3.4499999999999997
2025-04-04,20.2,8.1,0.6000000000000001,3.47
2025-04-05,21.5,7.1,0.0,3.98
2025-04-06,17.2,6.8,0.6,3.16
2025-04-07,16.2,11.8,28.0,1.56
2025-04-08,17.8,11.6,2.6,2.52
2025-04-09,21.0,12.4,0.0,4.25
2025-04-10,14.1,11.8,6.6,1.8900000000000001
2025-04-11,14.1,12.4,3.5,1.0
2025-04-12,15.5,12.6,4.9,1.09
2025-04-13,12.4,8.2,0.6000000000000001,1.06
2025-04-14,12.4,7.8,0.0,3.8200000000000003
2025-04-15,12.2,7.4,0.5,3.58
2025-04-16,14.9,10.2,0.7000000000000001,4.01
2025-04-17,17.2,10.9,0.0,3.44
2025-04-18,22.5,10.9,0.0,4.29
2025-04-19,15.1,12.5,26.2,0.85
2025-04-20,17.9,13.1,24.5,1.2
2025-04-21,15.6,12.9,6.8999999999999995,2.05
2025-04-22,17.5,12.4,6.5,2.69
2025-04-23,17.2,12.0,2.5,3.31
2025-04-24,15.1,11.6,0.6000000000000001,3.23
2025-04-25,15.1,10.7,0.0,3.94
2025-04-26,15.1,8.7,0.0,4.03
