time,temperature_2m_max,temperature_2m_min,precipitation_sum,et0_fao_evapotranspiration
2025-02-25,16.6,8.2,1.7999999999999998,1.73
2025-02-26,12.2,7.7,0.2,2.31
2025-02-27,14.2,7.2,0.1,2.56
2025-02-28,16.2,4.9,0.0,2.16
2025-03-01,17.0,8.4,0.9,1.82
2025-03-02,18.0,9.1,2.1,2.57
2025-03-03,17.9,7.6,0.0,2.5300000000000002
2025-03-04,16.2,6.1,0.0,2.58
2025-03-05,16.0,5.1,0.2,2.56
2025-03-06,15.1,7.7,7.5,2.15
2025-03-07,12.6,8.2,1.9000000000000001,1.1400000000000001
2025-03-08,17.4,6.9,0.0,2.52
2025-03-09,19.6,8.6,6.1000000000000005,2.51
2025-03-10,20.0,8.2,1.4000000000000001,3.0
2025-03-11,18.1,8.7,0.0,2.5
2025-03-12,13.2,8.9,9.200000000000001,0.87
2025-03-13,18.4,8.1,2.7,2.81
2025-03-14,19.9,10.6,1.3,2.95
2025-03-15,16.5,7.5,2.1,2.16
2025-03-16,14.5,5.4,0.0,2.71
2025-03-17,16.2,5.5,1.5,2.71
2025-03-18,16.5,8.4,0.0,2.17
2025-03-19,16.2,7.5,0.0,2.89
2025-03-20,15.8,10.9,0.0,2.16
2025-03-21,16.5,10.2,0.0,2.3000000000000003
2025-03-22,20.5,12.0,0.0,3.08
2025-03-23,17.7,8.8,0.0,2.9899999999999998
2025-03-24,16.9,8.6,5.4,2.75
2025-03-25,16.9,7.7,0.9,3.05
2025-03-26,14.9,6.7,6.6000000000000005,2.78
2025-03-27,16.5,6.4,0.9,3.11
2025-03-28,16.1,7.9,1.1,2.85
2025-03-29,14.2,6.3,2.8000000000000003,2.59
2025-03-30,18.6,7.8,3.3,3.17
2025-03-31,16.4,7.7,0.30000000000000004,2.45
2025-04-01,19.1,6.8,0.30000000000000004,3.56
2025-04-02,18.2,5.8,0.0,3.1799999999999997
2025-04-03,19.5,7.8,0.0,3.43
2025-04-04,19.0,9.4,5.699999999999999,3.39
2025-04-05,14.9,12.1,12.299999999999999,0.67
2025-04-06,18.1,11.4,11.7,2.55
2025-04-07,18.2,11.2,2.4,2.84
2025-04-08,19.1,12.0,0.0,3.38
2025-04-09,20.5,10.9,0.0,4.17
2025-04-10,16.6,13.2,1.1,3.5
2025-04-11,18.9,10.6,0.1,3.4
2025-04-12,16.2,10.1,1.1,3.07
2025-04-13,18.1,11.2,0.1,3.35
2025-04-14,18.8,10.2,0.0,3.64
2025-04-15,16.7,11.4,0.0,3.02
2025-04-16,18.2,9.8,0.0,3.8800000000000003
2025-04-17,14.5,10.5,0.5,2.47
2025-04-18,18.8,10.1,0.7000000000000001,3.7600000000000002
2025-04-19,14.6,9.5,0.6000000000000001,3.31
2025-04-20,16.4,8.9,1.2000000000000002,3.6999999999999997
2025-04-21,19.9,8.6,4.6,3.22
2025-04-22,13.2,10.2,44.4,0.37
2025-04-23,16.5,12.0,3.8,3.32
2025-04-24,18.6,12.4,0.0,3.71
2025-04-25,19.0,12.9,0.0,3.75
2025-04-26,19.2,12.9,0.0,3.7399999999999998
