time,temperature_2m_max,temperature_2m_min,precipitation_sum,et0_fao_evapotranspiration
2025-02-25,16.3,8.4,2.1,1.6900000000000002
2025-02-26,12.9,8.8,0.8,2.39
2025-02-27,14.3,7.2,0.1,2.58
2025-02-28,16.4,5.2,0.0,2.25
2025-03-01,17.6,8.1,0.9,1.8800000000000001
2025-03-02,18.2,8.9,0.8999999999999999,2.65
2025-03-03,17.8,7.5,0.0,2.52
2025-03-04,16.3,6.0,0.0,2.62
2025-03-05,15.8,4.9,0.0,2.44
2025-03-06,15.3,7.8,8.3,2.33
2025-03-07,13.6,8.6,8.5,0.86
2025-03-08,17.0,7.1,0.0,2.4
2025-03-09,19.6,8.7,4.5,2.5100000000000002
2025-03-10,19.5,8.7,0.0,2.9
2025-03-11,18.5,8.6,0.0,2.57
2025-03-12,14.3,8.9,13.2,1.2
2025-03-13,18.0,8.0,2.3,2.8
2025-03-14,19.6,9.8,0.7,2.87
2025-03-15,16.1,6.8,3.9,2.39
2025-03-16,14.5,5.4,0.0,2.75
2025-03-17,16.0,5.3,1.5,2.57
2025-03-18,14.7,8.1,0.0,1.84
2025-03-19,15.4,6.9,0.30000000000000004,2.84
2025-03-20,16.4,10.4,0.0,2.32
2025-03-21,17.1,9.5,0.0,2.54
2025-03-22,20.1,12.1,0.0,3.32
2025-03-23,18.0,9.6,0.0,3.24
2025-03-24,17.8,9.0,6.199999999999999,2.88
2025-03-25,16.2,7.5,1.9000000000000001,2.7
2025-03-26,14.8,6.9,6.3,2.54
2025-03-27,16.8,6.6,0.30000000000000004,3.09
2025-03-28,15.1,7.8,0.6000000000000001,2.72
2025-03-29,13.2,5.9,0.9,2.49
2025-03-30,18.7,6.3,4.5,3.27
2025-03-31,16.6,6.8,1.2000000000000002,2.1799999999999997
2025-04-01,16.3,4.6,0.30000000000000004,2.56
2025-04-02,19.1,6.9,0.0,3.31
2025-04-03,21.4,8.5,0.0,3.95
2025-04-04,22.7,9.2,0.0,4.2700000000000005
2025-04-05,20.4,8.6,0.4,4.04
2025-04-06,18.0,8.4,0.5,3.42
2025-04-07,17.9,8.1,0.0,2.6
2025-04-08,20.2,10.9,0.6000000000000001,3.56
2025-04-09,18.4,10.5,0.0,3.48
2025-04-10,17.6,10.7,0.6000000000000001,3.08
2025-04-11,18.5,10.1,9.200000000000001,3.21
2025-04-12,15.2,10.4,4.0,2.8400000000000003
2025-04-13,18.9,9.9,0.6000000000000001,3.41
2025-04-14,19.7,12.0,0.0,3.73
2025-04-15,16.9,8.7,0.0,3.42
2025-04-16,17.4,8.4,0.5,3.62
2025-04-17,15.2,10.9,1.9,2.33
2025-04-18,19.1,10.0,0.0,3.66
2025-04-19,19.7,11.9,0.0,3.88
2025-04-20,19.0,13.2,0.0,2.92
2025-04-21,24.0,12.8,0.0,4.42
2025-04-22,23.0,14.7,0.0,4.21
2025-04-23,20.0,14.4,0.0,4.33
2025-04-24,16.7,10.6,0.0,4.35
2025-04-25,19.1,9.9,0.0,3.72
2025-04-26,19.2,11.9,0.0,3.81
