time,temperature_2m_max,temperature_2m_min,precipitation_sum,et0_fao_evapotranspiration
2025-02-25,16.6,8.3,0.9,1.8
2025-02-26,12.8,7.2,1.5,2.46
2025-02-27,14.4,6.8,0.30000000000000004,2.52
2025-02-28,15.9,5.1,0.0,2.16
2025-03-01,16.1,9.0,1.2000000000000002,1.62
2025-03-02,18.1,9.0,1.2,2.6
2025-03-03,17.9,7.7,0.0,2.5100000000000002
2025-03-04,16.9,6.0,0.0,2.58
2025-03-05,15.9,4.9,0.0,2.48
2025-03-06,15.4,7.8,18.5,1.83
2025-03-07,12.9,8.1,5.800000000000001,0.76
2025-03-08,17.1,7.1,0.30000000000000004,2.46
2025-03-09,20.0,8.6,5.1,2.37
2025-03-10,19.5,8.1,0.30000000000000004,3.02
2025-03-11,18.4,8.9,0.0,2.54
2025-03-12,14.2,8.9,11.4,1.05
2025-03-13,17.9,8.1,3.3000000000000003,2.72
2025-03-14,20.0,10.4,1.8,2.98
2025-03-15,16.5,7.0,5.9,1.98
2025-03-16,14.1,5.3,0.4,2.7800000000000002
2025-03-17,15.2,5.5,1.2000000000000002,2.44
2025-03-18,15.8,7.6,0.0,2.72
2025-03-19,15.6,6.7,0.0,3.0
2025-03-20,16.2,10.8,0.0,2.29
2025-03-21,17.5,9.9,1.2,2.59
2025-03-22,20.4,11.1,0.6,3.16
2025-03-23,18.0,9.3,0.0,3.04
2025-03-24,18.0,8.4,2.1,3.13
2025-03-25,15.7,7.8,0.6000000000000001,2.9
2025-03-26,14.6,6.9,2.1,2.49
2025-03-27,16.8,6.3,1.2000000000000002,2.94
2025-03-28,15.3,8.9,1.1,2.62
2025-03-29,15.6,6.4,1.0,2.7800000000000002
2025-03-30,18.0,6.6,1.2,3.0500000000000003
2025-03-31,20.0,7.2,0.0,3.7
2025-04-01,21.2,7.1,0.0,3.87
2025-04-02,21.4,8.1,0.0,4.07
2025-04-03,23.0,8.5,0.0,4.08
2025-04-04,22.2,9.2,0.0,4.09
2025-04-05,21.3,9.1,0.0,3.81
2025-04-06,21.0,8.2,0.0,3.69
2025-04-07,16.5,7.8,0.0,2.83
2025-04-08,12.6,7.6,2.9000000000000004,1.91
2025-04-09,16.0,8.1,1.3,2.2600000000000002
2025-04-10,19.0,9.7,0.6000000000000001,3.14
2025-04-11,18.7,9.6,0.6000000000000001,3.27
2025-04-12,17.9,9.2,0.0,3.47
2025-04-13,23.4,9.2,0.0,4.02
2025-04-14,19.1,14.4,1.2000000000000002,2.18
2025-04-15,18.4,13.2,0.6000000000000001,1.94
2025-04-16,17.8,12.9,4.8,2.81
2025-04-17,18.5,13.1,1.2000000000000002,3.15
2025-04-18,18.4,12.4,1.2000000000000002,3.19
2025-04-19,17.0,12.1,0.0,3.59
2025-04-20,14.9,10.3,1.6,4.32
2025-04-21,14.8,10.1,2.0,3.66
2025-04-22,17.6,11.5,0.0,3.73
2025-04-23,19.6,11.6,0.0,3.96
2025-04-24,20.0,12.4,0.0,3.83
2025-04-25,15.2,11.9,1.2000000000000002,2.17
2025-04-26,18.4,11.4,0.6000000000000001,3.33
