time,temperature_2m_max,temperature_2m_min,precipitation_sum,et0_fao_evapotranspiration
2025-02-25,16.1,8.2,1.2,1.46
2025-02-26,12.8,7.7,1.5,2.31
2025-02-27,14.6,7.1,0.0,2.46
2025-02-28,16.4,5.1,0.0,2.1
2025-03-01,17.5,8.4,0.5,1.76
2025-03-02,18.4,9.1,1.6,2.69
2025-03-03,18.2,7.7,0.0,2.64
2025-03-04,16.4,5.8,0.0,2.54
2025-03-05,16.1,5.1,0.0,2.4299999999999997
2025-03-06,14.9,7.8,12.399999999999999,2.14
2025-03-07,13.1,8.2,5.0,0.82
2025-03-08,17.8,7.2,0.0,2.52
2025-03-09,20.0,8.0,3.0,2.69
2025-03-10,19.2,8.1,0.6000000000000001,2.81
2025-03-11,19.0,8.9,0.0,2.55
2025-03-12,14.9,9.0,12.5,1.57
2025-03-13,18.4,8.0,7.9,2.79
2025-03-14,18.6,10.8,3.3,3.03
2025-03-15,16.0,7.8,2.1,1.6
2025-03-16,14.6,5.3,0.0,2.8000000000000003
2025-03-17,14.5,5.0,1.2000000000000002,2.23
2025-03-18,16.1,7.7,0.0,2.44
2025-03-19,15.8,6.6,0.0,2.96
2025-03-20,16.0,10.4,0.0,2.23
2025-03-21,16.6,10.0,0.2,2.11
2025-03-22,20.6,12.3,0.1,3.23
2025-03-23,17.9,9.0,0.0,3.06
2025-03-24,17.8,8.6,5.4,3.07
2025-03-25,15.6,7.6,0.9,2.7600000000000002
2025-03-26,14.6,7.0,5.3999999999999995,2.58
2025-03-27,16.3,6.5,0.30000000000000004,2.87
2025-03-28,15.2,8.0,0.0,2.71
2025-03-29,13.4,6.1,0.30000000000000004,2.69
2025-03-30,18.3,7.3,0.9,3.2199999999999998
2025-03-31,16.3,7.4,0.0,2.5100000000000002
2025-04-01,16.1,5.2,0.0,3.62
2025-04-02,16.9,3.8,0.0,3.45
2025-04-03,19.4,6.3,0.0,3.62
2025-04-04,19.0,7.4,0.0,3.48
2025-04-05,16.8,7.0,8.3,2.3000000000000003
2025-04-06,15.1,10.0,20.6,1.58
2025-04-07,16.5,8.3,0.8,2.05
2025-04-08,15.6,8.9,6.0,2.54
2025-04-09,17.5,8.1,0.0,3.32
2025-04-10,20.9,10.1,0.6000000000000001,3.42
2025-04-11,21.6,13.3,0.0,4.23
2025-04-12,23.0,12.6,0.0,4.84
2025-04-13,16.9,10.7,0.0,3.73
2025-04-14,18.0,9.7,0.0,3.63
2025-04-15,21.5,9.6,0.0,4.72
2025-04-16,22.5,13.8,2.4000000000000004,4.12
2025-04-17,21.0,13.4,0.0,3.73
2025-04-18,18.1,12.6,3.0,2.87
2025-04-19,15.2,11.4,2.4,2.44
2025-04-20,16.9,11.2,0.0,4.04
2025-04-21,15.0,11.1,0.0,4.7
2025-04-22,14.4,8.6,3.5999999999999996,2.79
2025-04-23,16.2,9.1,5.1,3.36
2025-04-24,17.3,10.1,8.1,3.31
2025-04-25,16.7,9.1,4.8,3.42
2025-04-26,18.3,9.8,3.5,3.84
