time,temperature_2m_max,temperature_2m_min,precipitation_sum,et0_fao_evapotranspiration
2025-02-25,16.6,9.1,0.6000000000000001,1.81
2025-02-26,12.8,7.9,0.30000000000000004,2.34
2025-02-27,14.6,6.9,0.0,2.57
2025-02-28,16.5,5.3,0.0,2.16
2025-03-01,16.1,8.5,0.6000000000000001,1.79
2025-03-02,18.0,9.0,1.2,2.65
2025-03-03,17.7,7.7,0.0,2.52
2025-03-04,16.5,6.2,0.0,2.62
2025-03-05,14.9,5.2,0.0,2.12
2025-03-06,15.2,7.7,6.0,2.21
2025-03-07,12.9,9.1,5.7,0.93
2025-03-08,17.6,7.5,0.0,2.56
2025-03-09,20.4,9.0,1.8,2.54
2025-03-10,19.5,7.7,0.30000000000000004,3.08
2025-03-11,18.5,8.4,0.30000000000000004,2.5
2025-03-12,14.2,8.9,10.2,0.9
2025-03-13,18.0,8.1,1.1,2.77
2025-03-14,19.5,10.9,1.3,3.0100000000000002
2025-03-15,15.6,7.2,2.7,2.33
2025-03-16,14.5,5.3,0.30000000000000004,2.73
2025-03-17,15.3,5.2,2.4,2.35
2025-03-18,15.4,8.4,0.0,2.2
2025-03-19,15.4,7.1,0.0,2.95
2025-03-20,16.5,10.2,0.0,2.36
2025-03-21,17.0,9.7,0.0,2.38
2025-03-22,20.0,11.9,0.0,3.14
2025-03-23,17.5,9.6,0.0,2.98
2025-03-24,17.8,8.9,2.9,2.97
2025-03-25,16.1,7.4,1.0,2.91
2025-03-26,14.9,6.7,2.4000000000000004,2.5
2025-03-27,16.8,6.2,1.2000000000000002,3.03
2025-03-28,15.8,8.2,0.9,2.85
2025-03-29,13.4,6.0,0.6000000000000001,2.75
2025-03-30,18.6,6.1,1.2000000000000002,3.17
2025-03-31,19.4,7.3,0.0,3.56
2025-04-01,19.6,6.6,0.0,3.69
2025-04-02,17.0,7.5,0.0,3.3
2025-04-03,19.0,6.8,0.0,3.64
2025-04-04,19.0,6.8,0.0,3.69
2025-04-05,20.1,7.2,0.0,3.95
2025-04-06,22.0,8.3,0.30000000000000004,3.42
2025-04-07,18.5,8.6,0.0,3.5100000000000002
2025-04-08,18.2,8.8,0.0,3.74
2025-04-09,17.1,9.3,0.0,3.49
2025-04-10,16.9,9.1,0.0,3.33
2025-04-11,17.4,9.4,0.0,3.44
2025-04-12,17.5,9.4,0.0,3.54
2025-04-13,19.4,10.3,0.0,3.31
2025-04-14,20.0,11.4,0.0,3.57
2025-04-15,20.0,12.0,0.0,3.76
2025-04-16,21.5,12.6,0.0,3.7
2025-04-17,20.2,12.8,0.0,3.83
2025-04-18,19.5,13.4,0.0,3.63
2025-04-19,23.1,13.9,1.5,3.51
2025-04-20,19.5,13.8,0.3,3.64
2025-04-21,14.4,11.1,7.5,0.6900000000000001
2025-04-22,18.6,10.9,6.9,3.36
2025-04-23,18.9,12.5,1.2000000000000002,3.52
2025-04-24,19.4,12.9,0.0,3.81
2025-04-25,22.4,14.9,1.2000000000000002,3.73
2025-04-26,27.5,15.0,0.0,5.36
