time,temperature_2m_max,temperature_2m_min,precipitation_sum,et0_fao_evapotranspiration
2025-02-25,16.4,8.2,1.8,1.75
2025-02-26,12.6,8.9,0.6000000000000001,2.43
2025-02-27,14.6,7.2,0.0,2.58
2025-02-28,16.5,5.2,0.0,2.22
2025-03-01,16.5,9.0,1.7000000000000002,1.62
2025-03-02,18.4,9.1,0.4,2.73
2025-03-03,17.9,7.6,0.0,2.6100000000000003
2025-03-04,16.4,5.9,0.0,2.67
2025-03-05,15.6,4.8,0.0,2.33
2025-03-06,15.1,7.4,26.2,2.02
2025-03-07,12.6,9.2,5.3,0.84
2025-03-08,17.0,7.7,0.0,2.47
2025-03-09,20.0,8.6,2.6,2.58
2025-03-10,19.6,8.5,0.4,2.82
2025-03-11,19.0,8.9,0.30000000000000004,2.7600000000000002
2025-03-12,14.2,9.1,15.3,1.12
2025-03-13,18.0,8.1,4.0,2.82
2025-03-14,19.5,10.9,2.2,3.02
2025-03-15,16.0,6.8,3.4,1.7
2025-03-16,14.0,5.3,0.0,2.72
2025-03-17,14.9,5.4,2.4,2.36
2025-03-18,15.2,7.8,0.0,2.36
2025-03-19,14.7,6.9,0.0,2.68
2025-03-20,16.2,10.5,0.0,2.25
2025-03-21,17.1,10.1,0.0,2.42
2025-03-22,20.8,11.6,0.0,3.37
2025-03-23,17.4,8.9,0.0,2.96
2025-03-24,17.4,7.7,4.2,2.87
2025-03-25,16.5,7.6,1.5,3.07
2025-03-26,14.2,6.6,7.8,2.52
2025-03-27,16.5,6.2,1.8,3.05
2025-03-28,15.4,7.6,0.5,2.7600000000000002
2025-03-29,13.7,5.3,0.6000000000000001,2.62
2025-03-30,18.5,6.8,2.2,2.9499999999999997
2025-03-31,16.0,7.1,0.0,3.21
2025-04-01,16.2,6.2,0.0,2.67
2025-04-02,14.6,5.5,0.0,3.5
2025-04-03,19.5,5.2,0.0,3.7600000000000002
2025-04-04,17.1,8.2,0.0,2.6
2025-04-05,17.5,9.1,2.1,3.04
2025-04-06,16.2,8.4,14.1,2.54
2025-04-07,16.7,8.0,0.0,2.81
2025-04-08,17.5,11.3,0.0,2.97
2025-04-09,18.0,12.4,2.5,2.57
2025-04-10,14.4,12.3,1.7000000000000002,3.37
2025-04-11,15.3,13.1,0.0,3.87
2025-04-12,18.0,10.8,0.0,3.48
2025-04-13,14.1,10.4,7.4,2.15
2025-04-14,13.4,13.0,4.5,1.0
2025-04-15,17.2,12.3,7.3,3.17
2025-04-16,18.0,11.2,0.6,3.61
2025-04-17,20.9,11.2,0.0,4.33
2025-04-18,21.8,11.1,0.0,4.24
2025-04-19,20.8,11.8,0.5,3.62
2025-04-20,17.9,12.6,17.5,1.07
2025-04-21,18.6,11.9,0.0,3.61
2025-04-22,19.1,12.2,0.0,3.73
2025-04-23,22.5,12.9,0.0,4.16
2025-04-24,25.3,15.0,0.0,4.67
2025-04-25,22.4,15.4,1.5,3.6
2025-04-26,19.8,14.7,2.6,2.61
