time,temperature_2m_max,temperature_2m_min,precipitation_sum,et0_fao_evapotranspiration
2025-02-25,16.1,8.2,1.5,1.65
2025-02-26,12.6,8.1,0.5,2.33
2025-02-27,14.8,7.1,0.1,2.6
2025-02-28,16.4,4.9,0.0,2.12
2025-03-01,16.5,7.8,1.5,1.4100000000000001
2025-03-02,18.2,9.1,1.2,2.62
2025-03-03,17.6,7.6,0.0,2.58
2025-03-04,16.8,6.2,0.0,2.5900000000000003
2025-03-05,15.6,5.2,0.0,2.3
2025-03-06,14.8,7.7,23.8,1.94
2025-03-07,13.6,8.2,6.8,1.05
2025-03-08,17.5,7.0,0.0,2.57
2025-03-09,19.5,8.3,4.2,2.57
2025-03-10,19.4,7.9,0.30000000000000004,2.97
2025-03-11,18.2,8.4,0.0,2.48
2025-03-12,14.4,9.1,7.7,1.17
2025-03-13,18.1,8.1,3.8000000000000003,2.75
2025-03-14,19.5,11.1,2.3,2.9
2025-03-15,16.1,7.6,3.3,2.27
2025-03-16,14.4,5.6,0.0,2.75
2025-03-17,16.0,5.3,2.7,2.51
2025-03-18,15.2,8.4,0.0,2.49
2025-03-19,16.2,6.7,0.0,2.97
2025-03-20,16.4,10.4,0.0,2.06
2025-03-21,17.0,9.9,0.0,2.38
2025-03-22,20.7,12.3,0.0,3.17
2025-03-23,17.8,9.2,0.0,2.91
2025-03-24,16.5,8.2,5.6,2.67
2025-03-25,16.8,7.6,0.4,2.95
2025-03-26,14.6,6.8,4.8,2.59
2025-03-27,17.0,6.6,0.9,2.95
2025-03-28,15.4,7.8,1.5,2.72
2025-03-29,13.3,6.1,1.2000000000000002,2.27
2025-03-30,19.1,5.8,1.8,3.13
2025-03-31,15.4,7.6,0.0,2.16
2025-04-01,18.0,6.2,0.0,3.61
2025-04-02,18.1,5.4,0.0,3.23
2025-04-03,18.8,6.8,0.0,3.2600000000000002
2025-04-04,19.3,8.5,0.0,3.7800000000000002
2025-04-05,15.5,5.5,3.6,2.81
2025-04-06,19.0,4.4,0.30000000000000004,3.77
2025-04-07,18.1,6.8,0.0,3.5
2025-04-08,18.1,9.0,0.0,3.08
2025-04-09,16.5,9.1,0.0,3.39
2025-04-10,17.9,8.6,0.0,3.71
2025-04-11,17.5,8.9,0.0,3.27
2025-04-12,20.9,10.2,0.0,4.23
2025-04-13,16.1,11.9,3.0,2.68
2025-04-14,23.5,11.1,0.0,4.06
2025-04-15,17.1,12.7,0.0,3.1999999999999997
2025-04-16,15.7,10.9,0.0,3.32
2025-04-17,16.8,10.3,7.1000000000000005,2.51
2025-04-18,14.9,9.8,6.1,3.16
2025-04-19,14.1,9.9,2.4,3.61
2025-04-20,15.4,8.9,0.6000000000000001,3.4
2025-04-21,14.8,9.6,1.2000000000000002,2.04
2025-04-22,17.0,10.6,0.0,3.75
2025-04-23,19.3,10.2,0.0,3.5500000000000003
2025-04-24,18.9,11.6,1.2000000000000002,3.44
2025-04-25,19.0,12.2,0.0,3.8200000000000003
2025-04-26,18.2,9.9,0.0,4.04
