time,temperature_2m_max,temperature_2m_min,precipitation_sum,et0_fao_evapotranspiration
2025-02-25,16.6,8.4,1.5,1.9200000000000002
2025-02-26,12.8,8.2,1.8,2.48
2025-02-27,14.4,7.1,0.30000000000000004,2.5100000000000002
2025-02-28,16.5,4.8,0.0,2.2
2025-03-01,17.2,8.6,0.30000000000000004,1.77
2025-03-02,18.2,8.9,0.6000000000000001,2.69
2025-03-03,17.8,7.7,0.0,2.56
2025-03-04,16.3,6.1,0.0,2.6
2025-03-05,15.1,5.0,0.0,2.12
2025-03-06,14.9,7.7,8.5,1.8800000000000001
2025-03-07,13.1,7.9,3.5,1.07
2025-03-08,17.6,6.8,0.0,2.55
2025-03-09,20.0,8.4,6.3,2.74
2025-03-10,19.5,8.2,0.0,3.07
2025-03-11,18.8,8.6,0.0,2.53
2025-03-12,14.6,8.9,22.8,1.35
2025-03-13,18.5,8.0,2.9,2.74
2025-03-14,19.7,10.8,1.3,3.0
2025-03-15,15.8,8.1,1.5,2.35
2025-03-16,14.4,5.6,0.0,2.81
2025-03-17,16.1,5.4,0.9,2.57
2025-03-18,13.4,7.8,0.0,1.58
2025-03-19,15.0,6.7,0.0,2.6
2025-03-20,16.2,10.4,0.0,2.2800000000000002
2025-03-21,17.1,9.6,0.0,2.4
2025-03-22,21.4,11.6,0.0,3.14
2025-03-23,17.0,8.9,0.2,2.9
2025-03-24,15.9,8.2,4.8,2.25
2025-03-25,15.9,7.4,1.0,2.94
2025-03-26,14.9,6.8,6.3,2.7600000000000002
2025-03-27,16.8,6.4,0.6000000000000001,2.99
2025-03-28,15.8,7.8,0.0,2.99
2025-03-29,14.1,6.8,0.0,2.88
2025-03-30,17.1,6.8,0.9,2.92
2025-03-31,15.1,6.8,0.0,2.27
2025-04-01,16.1,5.6,0.0,3.48
2025-04-02,18.9,5.2,0.0,3.1
2025-04-03,19.5,7.4,0.0,3.68
2025-04-04,20.2,6.6,0.0,3.93
2025-04-05,23.5,7.2,0.0,4.21
2025-04-06,22.2,9.4,0.0,4.37
2025-04-07,21.5,9.4,0.5,3.61
2025-04-08,20.0,12.4,1.9,2.56
2025-04-09,20.4,10.5,0.0,3.95
2025-04-10,18.4,10.2,0.0,3.96
2025-04-11,19.9,12.8,0.0,3.54
2025-04-12,19.6,12.4,0.0,2.5500000000000003
2025-04-13,17.2,10.9,0.0,3.41
2025-04-14,18.5,9.4,0.0,3.81
2025-04-15,17.0,8.1,0.0,3.97
2025-04-16,16.4,8.5,0.0,3.71
2025-04-17,17.6,8.1,0.0,4.05
2025-04-18,23.2,10.1,0.0,4.72
2025-04-19,23.4,12.9,1.7000000000000002,3.93
2025-04-20,20.9,12.9,0.6000000000000001,2.69
2025-04-21,20.9,13.9,6.1000000000000005,2.94
2025-04-22,18.5,12.6,1.8,2.98
2025-04-23,18.6,12.9,0.0,2.92
2025-04-24,19.7,12.6,0.0,3.61
2025-04-25,19.2,13.3,0.6000000000000001,3.59
2025-04-26,14.9,13.1,14.4,1.18
