time,temperature_2m_max,temperature_2m_min,precipitation_sum,et0_fao_evapotranspiration
2025-02-25,16.5,8.5,1.2,1.7200000000000002
2025-02-26,12.4,8.5,0.9,2.48
2025-02-27,14.9,7.2,0.30000000000000004,2.58
2025-02-28,16.2,5.1,0.0,2.09
2025-03-01,15.7,8.8,1.5,1.42
2025-03-02,18.1,8.9,1.8,2.58
2025-03-03,17.8,7.6,0.0,2.53
2025-03-04,16.6,6.1,0.0,2.56
2025-03-05,15.5,5.2,0.0,2.39
2025-03-06,15.2,7.8,11.1,2.12
2025-03-07,12.6,7.9,3.9,0.8
2025-03-08,17.2,7.0,0.0,2.58
2025-03-09,19.7,8.2,5.699999999999999,2.5100000000000002
2025-03-10,19.5,7.7,1.2,2.83
2025-03-11,18.5,8.5,0.0,2.5500000000000003
2025-03-12,14.5,8.9,14.6,1.01
2025-03-13,18.4,8.1,1.7999999999999998,2.69
2025-03-14,20.0,11.1,1.0,3.13
2025-03-15,15.9,7.4,4.5,2.18
2025-03-16,14.4,5.4,0.30000000000000004,2.75
2025-03-17,14.9,5.6,2.1,2.31
2025-03-18,16.0,8.0,0.0,2.38
2025-03-19,15.4,6.8,0.0,2.64
2025-03-20,16.0,10.2,0.9,2.24
2025-03-21,17.6,10.4,0.8999999999999999,2.52
2025-03-22,20.5,11.6,0.3,3.16
2025-03-23,17.4,9.4,0.4,2.88
2025-03-24,17.2,8.3,5.0,2.81
2025-03-25,16.6,7.5,0.0,3.0100000000000002
2025-03-26,14.4,6.6,2.1,2.52
2025-03-27,16.8,6.2,1.8,3.14
2025-03-28,15.0,7.9,1.8,2.55
2025-03-29,13.6,4.6,0.6000000000000001,2.97
2025-03-30,18.8,4.8,2.7,3.17
2025-03-31,20.4,7.2,0.0,3.48
2025-04-01,20.0,6.8,0.0,3.7800000000000002
2025-04-02,19.3,5.6,0.0,3.7399999999999998
2025-04-03,22.1,7.4,0.0,4.15
2025-04-04,22.4,8.6,0.0,4.57
2025-04-05,22.9,8.4,0.0,4.0200000000000005
2025-04-06,22.0,10.1,0.0,4.01
2025-04-07,16.4,11.4,0.0,3.6
2025-04-08,19.0,11.8,0.0,3.5
2025-04-09,25.5,11.7,0.0,4.24
2025-04-10,18.0,13.4,0.0,2.3
2025-04-11,17.1,11.4,1.7999999999999998,1.8
2025-04-12,15.6,10.9,6.3,2.38
2025-04-13,22.5,10.4,15.2,3.98
2025-04-14,16.4,11.8,4.3,2.6
2025-04-15,18.1,11.0,0.0,3.1
2025-04-16,20.7,13.3,3.7,3.15
2025-04-17,20.2,13.4,2.9,2.15
2025-04-18,21.0,15.4,0.0,2.44
2025-04-19,16.6,14.9,1.1,0.8200000000000001
2025-04-20,14.8,13.4,10.9,0.43
2025-04-21,15.7,13.2,13.8,1.78
2025-04-22,15.1,13.2,4.7,2.18
2025-04-23,18.0,12.6,0.1,3.86
2025-04-24,24.4,11.8,0.0,4.62
2025-04-25,19.5,14.2,2.1,3.91
2025-04-26,17.6,13.4,0.3,4.15
