0, 0.26406488141400225
1, 0.2691442559072965
2, 0.23974661577172368
3, 0.2526288524497775
4, 0.24734033207445966
5, 0.231383537292617
6, 0.24817030083776048
7, 0.23680987961343508
8, 0.25430941940911955
9, 0.26022984275662725
10, 0.2626751466735745
11, 0.26596185560668445
12, 0.21303481229768462
13, 0.22342305107857285
14, 0.20857701368600887
15, 0.216184107157633
16, 0.20139045242977255
17, 0.21272440262525633
18, 0.20463515119731845
19, 0.19609240022752833
20, 0.2219053682922519
21, 0.2170349795073705
22, 0.203459656818592
23, 0.19420967499996972
