23 03 1951	1.0375 14.2875 0.0 3.1148646
24 03 1951	5.5875 16.7375 0.0 3.1204815
25 03 1951	5.6375003 10.1375 0.1 3.1723313
26 03 1951	5.4875 12.7875 0.0 3.500516
27 03 1951	6.5375004 15.337501 0.0 3.0473547
28 03 1951	4.5375004 20.537498 0.0 3.6964524
29 03 1951	8.7375 18.2375 0.0 2.790875
30 03 1951	9.7875 18.037498 0.2 3.1254892
31 03 1951	7.9875 13.2375 0.90000004 2.2087631
01 04 1951	6.8875003 14.337501 0.0 3.550373
02 04 1951	3.4375 17.1875 0.0 3.5263186
03 04 1951	6.2375 13.6875 0.2 2.8193219
04 04 1951	8.587501 14.6875 0.1 3.0087469
05 04 1951	7.1375003 17.037498 0.0 3.4361088
06 04 1951	8.4875 17.4875 0.0 2.4871862
07 04 1951	8.837501 18.9375 0.3 3.4845357
08 04 1951	9.837501 20.037498 0.6 3.5431058
09 04 1951	8.1375 17.6875 0.0 3.8381698
10 04 1951	5.4375 18.6875 0.4 3.5474622
11 04 1951	9.4375 20.4375 0.8000001 4.0921817
12 04 1951	8.4375 14.3875 0.6 2.925553
13 04 1951	9.837501 16.2375 0.0 3.6903174
14 04 1951	8.3875 18.887499 0.0 4.0932555
15 04 1951	8.4875 19.287498 0.0 4.121027
16 04 1951	6.0875 19.387499 0.0 3.976937
17 04 1951	5.9875 18.6875 0.0 3.8766177
18 04 1951	11.9375 19.5875 0.4 3.3757675
19 04 1951	11.8875 23.9875 0.0 3.7638156
20 04 1951	11.7875 21.537498 0.0 4.1932564
21 04 1951	11.2375 21.637499 0.0 4.153453
22 04 1951	10.837501 21.4375 0.0 3.958368
23 04 1951	10.2875 18.4875 0.2 3.5158951
24 04 1951	12.3875 16.637499 0.3 4.3215494
25 04 1951	12.5375 17.887499 3.4 3.6638057
26 04 1951	10.6875 21.137499 0.6 3.6077416
27 04 1951	10.2375 20.6875 0.7 3.6461246
28 04 1951	11.3875 20.887499 0.3 3.6195068
29 04 1951	8.9875 21.137499 2.1 3.9299629
30 04 1951	9.0375 19.387499 1.0 3.7643683
01 05 1951	11.9875 21.1875 0.4 3.6084006
02 05 1951	9.6375 22.887499 0.0 4.4761004
03 05 1951	12.0375 22.137499 1.6000001 3.9645946
04 05 1951	12.2375 20.6875 0.0 4.3464828
05 05 1951	10.8875 17.7375 0.0 2.5794508
06 05 1951	11.1375 21.2375 0.0 4.6530147
07 05 1951	10.3875 20.137499 3.4999998 3.0829537
08 05 1951	11.837501 19.137499 5.7999997 3.183498
09 05 1951	10.4375 13.1875 11.100001 1.3609719
10 05 1951	10.1875 16.2875 3.2999997 2.7762313
11 05 1951	10.4375 17.4375 0.8000001 3.3142252
12 05 1951	9.8875 14.7375 20.800001 1.2192626
13 05 1951	9.9375 16.4875 1.1 2.4916651
14 05 1951	11.587501 17.0875 0.2 3.1864636
15 05 1951	10.8875 15.087501 2.1 2.611587
16 05 1951	10.9375 16.2875 0.0 3.8489454
17 05 1951	10.4875 18.6875 0.0 3.8799546
18 05 1951	8.9875 18.387499 0.70000005 3.0116813
19 05 1951	13.1375 20.137499 2.0 3.357154
20 05 1951	11.5375 16.7375 0.0 3.7138515
21 05 1951	10.6875 21.537498 0.0 4.7643476
22 05 1951	10.6375 25.3375 0.0 5.2318835
23 05 1951	13.587501 25.9875 0.0 5.3785186
24 05 1951	14.2875 26.2375 0.0 5.6559777
25 05 1951	13.2375 27.287498 0.0 6.01543
26 05 1951	13.7375 24.537498 0.0 4.447936
27 05 1951	14.837501 24.6875 0.0 5.1097465
28 05 1951	13.2875 26.037498 0.0 5.2190113
29 05 1951	13.0375 25.637499 0.3 5.1600366
30 05 1951	13.7875 24.9875 0.3 4.801689
31 05 1951	13.7875 25.8375 0.1 4.944079
