0, 0.8376531681243589
1, 0.8332577291095518
2, 0.8338289360701877
3, 0.8360123410008764
4, 0.8400005451091463
5, 0.8389060498596722
6, 0.8359237728620297
7, 0.8467198705290078
8, 0.8225433423375244
9, 0.8302788898024926
10, 0.8307664415844531
11, 0.8343662143883361
12, 0.1233730094061961
13, 0.1578954754971698
14, 0.1551889430822452
15, 0.138792526176518
16, 0.2023677978713152
17, 0.12935795553819562
18, 0.1954247497345207
19, 0.15864226463445633
20, 0.19031682979175552
21, 0.179406130124524
22, 0.18757037658527284
23, 0.1445092822702882
