0, 0.19755547101505833
1, 0.2140296697996963
2, 0.19174435934681694
3, 0.1856234772095144
4, 0.1866517539148051
5, 0.21921186138662485
6, 0.21126460481173207
7, 0.19944598615202638
8, 0.18597422276343584
9, 0.1863090816321166
10, 0.20751788336889584
11, 0.18190464818099958
12, 0.5642846131850514
13, 0.5415114567603914
14, 0.5970585928637936
15, 0.5768576310063525
16, 0.607178693926981
17, 0.5152697115287067
18, 0.6015947768108048
19, 0.6516336039168501
20, 0.47802780624816776
21, 0.6039829715648634
22, 0.531703880219916
23, 0.5566878056856294
