0, 0.09908610128061647
1, 0.10319214188655054
2, 0.09371719109099992
3, 0.0837201658258485
4, 0.08520537065947076
5, 0.09770752271981618
6, 0.07356571886379984
7, 0.0916927258896465
8, 0.1001679436631978
9, 0.0724597305042059
10, 0.07906746540377041
11, 0.08489771153803129
12, 0.08721938909037837
13, 0.09064545896648853
14, 0.07805858652120953
15, 0.0791304359038729
16, 0.0778574326686822
17, 0.1064720801218014
18, 0.0862446185384382
19, 0.08981573019383102
20, 0.09172508235025702
21, 0.08990711803602937
22, 0.07423529112880874
23, 0.08341936598517016
