time,temperature_2m_max,temperature_2m_min,precipitation_sum,et0_fao_evapotranspiration
2025-06-01,31.5,16.5,0.0,6.35
2025-06-02,30.2,17.4,0.0,7.8100000000000005
2025-06-03,29.4,16.1,0.0,7.46
2025-06-04,32.2,16.4,1.5,6.63
2025-06-05,31.2,17.1,1.2,5.62
2025-06-06,32.5,18.2,0.0,7.09
2025-06-07,34.8,20.2,0.0,8.19
2025-06-08,33.0,18.6,0.0,8.14
2025-06-09,31.6,16.6,0.0,8.22
2025-06-10,30.4,15.2,0.0,6.95
2025-06-11,32.2,17.3,0.0,6.46
2025-06-12,33.8,18.4,0.0,6.81
2025-06-13,34.8,17.6,0.0,7.46
2025-06-14,35.8,19.5,0.0,7.33
2025-06-15,37.2,22.0,0.0,8.4
2025-06-16,36.2,20.8,0.0,8.72
2025-06-17,30.8,19.1,0.0,7.46
2025-06-18,27.9,18.1,0.0,4.62
2025-06-19,31.1,17.5,0.30000000000000004,5.95
2025-06-20,33.2,19.4,0.0,7.42
2025-06-21,34.0,19.5,0.0,6.8100000000000005
2025-06-22,34.7,20.9,0.0,6.71
2025-06-23,34.7,20.8,0.0,7.66
2025-06-24,35.1,20.9,0.0,8.53
2025-06-25,37.2,21.9,0.0,7.62
2025-06-26,38.3,22.3,0.0,7.99
2025-06-27,35.2,20.9,0.0,8.51
2025-06-28,36.4,19.9,0.0,6.82
2025-06-29,36.3,23.2,0.0,7.49
2025-06-30,35.2,22.0,0.0,7.6
2025-07-01,35.8,22.9,0.0,6.24
2025-07-02,36.3,23.4,0.30000000000000004,7.17
2025-07-03,36.5,22.2,0.0,7.21
2025-07-04,36.3,22.0,0.0,6.9799999999999995
2025-07-05,37.2,21.4,0.0,7.71
2025-07-06,37.0,20.5,0.0,7.53
2025-07-07,38.7,22.2,0.0,9.23
2025-07-08,42.1,21.8,0.0,8.37
2025-07-09,34.8,18.9,0.0,8.5
2025-07-10,33.2,17.8,0.0,8.21
2025-07-11,32.7,17.5,0.0,7.88
2025-07-12,30.1,18.1,0.0,6.99
2025-07-13,29.4,20.9,0.0,6.79
2025-07-14,30.1,21.7,0.0,7.16
2025-07-15,30.0,22.4,0.5,6.93
2025-07-16,29.9,21.6,1.3,5.66
2025-07-17,30.0,21.9,0.0,5.58
2025-07-18,28.9,23.0,0.0,5.9
2025-07-19,30.2,22.4,0.0,6.38
2025-07-20,26.4,19.5,0.0,6.37
2025-07-21,28.8,18.9,0.0,6.19
2025-07-22,29.0,21.1,0.0,6.46
2025-07-23,30.1,21.5,0.0,6.5
2025-07-24,31.6,22.2,0.0,6.59
2025-07-25,32.2,22.6,0.0,7.65
2025-07-26,28.4,21.1,0.0,5.85
2025-07-27,28.9,20.6,0.0,5.43
2025-07-28,28.8,21.0,0.0,5.44
2025-07-29,29.9,22.2,0.0,5.87
2025-07-30,30.4,22.1,0.0,5.78
2025-07-31,31.4,22.4,0.0,5.97
