0, 0.3750071692822528
1, 0.42416027093962183
2, 0.40496305196572535
3, 0.36658624978995485
4, 0.42366319598722674
5, 0.34434066602619723
6, 0.3309726863087646
7, 0.3562483347504344
8, 0.37173052000207657
9, 0.3281355259520919
10, 0.3172343380770325
11, 0.3683213308805698
12, 0.45322653067560265
13, 0.4436175755446138
14, 0.4506551375337054
15, 0.46520908531717725
16, 0.4765745914167751
17, 0.4077056499911766
18, 0.4386213297900029
19, 0.42698428196453103
20, 0.43668028520771024
21, 0.46405393433107384
22, 0.41426855221308706
23, 0.5339206603776432
